country_code,country_name,subject,scale,units,year_2020,year_2021
PLW,Palau,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-11.949,13.306
PLW,Palau,"Inflation, average consumer prices",Percent change,,0.5,1.5
PLW,Palau,"Inflation, end of period consumer prices",Percent change,,0.5,1.5
PLW,Palau,Unemployment rate,Percent of total labor force,,,
PLW,Palau,General government net lending/borrowing,Percent of GDP,,-4.982,-2.513
PLW,Palau,Current account balance,Percent of GDP,,-30.674,-27.619
PAN,Panama,"Gross domestic product, constant prices",Percent change,,-2.05,4.027
PAN,Panama,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,110.399,117.084
PAN,Panama,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-3.416,1.987
PAN,Panama,"Inflation, average consumer prices",Percent change,,-0.906,0.498
PAN,Panama,"Inflation, end of period consumer prices",Percent change,,-1,1
PAN,Panama,Unemployment rate,Percent of total labor force,,8.798,8.432
PAN,Panama,General government net lending/borrowing,Percent of GDP,,-6.245,-2.517
PAN,Panama,Current account balance,Percent of GDP,,-6.8,-5.985
PNG,Papua New Guinea,"Gross domestic product, constant prices",Percent change,,-0.961,2.919
PNG,Papua New Guinea,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,34.502,36.202
PNG,Papua New Guinea,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-2.984,0.817
PNG,Papua New Guinea,"Inflation, average consumer prices",Percent change,,4.652,5.921
PNG,Papua New Guinea,"Inflation, end of period consumer prices",Percent change,,5.245,6.157
PNG,Papua New Guinea,Unemployment rate,Percent of total labor force,,,
PNG,Papua New Guinea,General government net lending/borrowing,Percent of GDP,,-4.962,-3.851
PNG,Papua New Guinea,Current account balance,Percent of GDP,,19.802,23.058
PRY,Paraguay,"Gross domestic product, constant prices",Percent change,,-1,4
PRY,Paraguay,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,95.949,101.732
PRY,Paraguay,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-2.365,2.58
PRY,Paraguay,"Inflation, average consumer prices",Percent change,,2.909,3.158
PRY,Paraguay,"Inflation, end of period consumer prices",Percent change,,3.008,3.308
PRY,Paraguay,Unemployment rate,Percent of total labor force,,7.065,6.366
PRY,Paraguay,General government net lending/borrowing,Percent of GDP,,-5.116,-3.654
PRY,Paraguay,Current account balance,Percent of GDP,,-2.186,-1.029
PER,Peru,"Gross domestic product, constant prices",Percent change,,-4.534,5.247
PER,Peru,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,457.32,490.701
PER,Peru,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-5.479,4.205
PER,Peru,"Inflation, average consumer prices",Percent change,,1.711,1.789
PER,Peru,"Inflation, end of period consumer prices",Percent change,,1.575,2.003
PER,Peru,Unemployment rate,Percent of total labor force,,7.114,7.297
PER,Peru,General government net lending/borrowing,Percent of GDP,,-7.085,-2.622
PER,Peru,Current account balance,Percent of GDP,,-0.87,-0.988
PHL,Philippines,"Gross domestic product, constant prices",Percent change,,0.648,7.616
PHL,Philippines,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,1040.41,1141.48
PHL,Philippines,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-0.938,5.92
PHL,Philippines,"Inflation, average consumer prices",Percent change,,1.721,2.882
PHL,Philippines,"Inflation, end of period consumer prices",Percent change,,2.6,3
PHL,Philippines,Unemployment rate,Percent of total labor force,,6.2,5.25
PHL,Philippines,General government net lending/borrowing,Percent of GDP,,-3.361,-2.724
PHL,Philippines,Current account balance,Percent of GDP,,-2.255,-2.207
POL,Poland,"Gross domestic product, constant prices",Percent change,,-4.579,4.232
POL,Poland,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,1236.13,1313.57
POL,Poland,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-4.519,4.316
POL,Poland,"Inflation, average consumer prices",Percent change,,3.225,2.58
POL,Poland,"Inflation, end of period consumer prices",Percent change,,2.149,2.543
POL,Poland,Unemployment rate,Percent of total labor force,,9.919,8.032
POL,Poland,General government net lending/borrowing,Percent of GDP,,-6.734,-3.511
POL,Poland,Current account balance,Percent of GDP,,0.159,0.1
PRT,Portugal,"Gross domestic product, constant prices",Percent change,,-8,5
PRT,Portugal,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,321.199,343.835
PRT,Portugal,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-7.861,5.187
PRT,Portugal,"Inflation, average consumer prices",Percent change,,-0.198,1.35
PRT,Portugal,"Inflation, end of period consumer prices",Percent change,,-0.242,1.574
PRT,Portugal,Unemployment rate,Percent of total labor force,,13.94,8.685
PRT,Portugal,General government net lending/borrowing,Percent of GDP,,-7.094,-1.888
PRT,Portugal,Current account balance,Percent of GDP,,0.282,-0.356
PRI,Puerto Rico,"Gross domestic product, constant prices",Percent change,,-6,1.5
PRI,Puerto Rico,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,123.851,128.16
PRI,Puerto Rico,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-4.569,3.052
PRI,Puerto Rico,"Inflation, average consumer prices",Percent change,,-1.549,0.641
PRI,Puerto Rico,"Inflation, end of period consumer prices",Percent change,,-1.549,0.641
PRI,Puerto Rico,Unemployment rate,Percent of total labor force,,13,12.5
PRI,Puerto Rico,General government net lending/borrowing,Percent of GDP,,-3.669,-2.145
PRI,Puerto Rico,Current account balance,Percent of GDP,,,
QAT,Qatar,"Gross domestic product, constant prices",Percent change,,-4.345,5.037
QAT,Qatar,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,345.455,369.93
QAT,Qatar,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-4.584,4.775
QAT,Qatar,"Inflation, average consumer prices",Percent change,,-1.19,2.412
QAT,Qatar,"Inflation, end of period consumer prices",Percent change,,,
QAT,Qatar,Unemployment rate,Percent of total labor force,,,
QAT,Qatar,General government net lending/borrowing,Percent of GDP,,5.25,1.392
QAT,Qatar,Current account balance,Percent of GDP,,-1.92,-1.783
ROU,Romania,"Gross domestic product, constant prices",Percent change,,-5,3.9
ROU,Romania,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,525.051,556.164
ROU,Romania,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-4.994,3.906
ROU,Romania,"Inflation, average consumer prices",Percent change,,2.245,1.455
ROU,Romania,"Inflation, end of period consumer prices",Percent change,,1.388,1.937
ROU,Romania,Unemployment rate,Percent of total labor force,,10.1,6
ROU,Romania,General government net lending/borrowing,Percent of GDP,,-8.867,-6.992
ROU,Romania,Current account balance,Percent of GDP,,-5.504,-4.685
RUS,Russia,"Gross domestic product, constant prices",Percent change,,-5.466,3.496
RUS,Russia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,4176.35,4406.63
RUS,Russia,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-5.395,3.604
RUS,Russia,"Inflation, average consumer prices",Percent change,,3.088,2.988
RUS,Russia,"Inflation, end of period consumer prices",Percent change,,3.793,2.887
RUS,Russia,Unemployment rate,Percent of total labor force,,4.931,4.81
RUS,Russia,General government net lending/borrowing,Percent of GDP,,-4.841,-3.009
RUS,Russia,Current account balance,Percent of GDP,,0.702,0.583
RWA,Rwanda,"Gross domestic product, constant prices",Percent change,,3.5,6.65
RWA,Rwanda,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,32.258,35.074
RWA,Rwanda,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,1.14,4.241
RWA,Rwanda,"Inflation, average consumer prices",Percent change,,6.9,5.4
RWA,Rwanda,"Inflation, end of period consumer prices",Percent change,,5,5
RWA,Rwanda,Unemployment rate,Percent of total labor force,,,
RWA,Rwanda,General government net lending/borrowing,Percent of GDP,,-8.073,-4.633
RWA,Rwanda,Current account balance,Percent of GDP,,-16.222,-10.197
WSM,Samoa,"Gross domestic product, constant prices",Percent change,,-3.668,0.5
WSM,Samoa,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,1.132,1.16
WSM,Samoa,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-4.517,-0.386
WSM,Samoa,"Inflation, average consumer prices",Percent change,,2.3,1.55
WSM,Samoa,"Inflation, end of period consumer prices",Percent change,,1.7,1.4
WSM,Samoa,Unemployment rate,Percent of total labor force,,,
WSM,Samoa,General government net lending/borrowing,Percent of GDP,,-9.058,-5.933
WSM,Samoa,Current account balance,Percent of GDP,,-6.426,-4.42
SMR,San Marino,"Gross domestic product, constant prices",Percent change,,-12.17,5.4
SMR,San Marino,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,1.842,1.98
SMR,San Marino,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-12.62,5.078
SMR,San Marino,"Inflation, average consumer prices",Percent change,,0.305,1.47
SMR,San Marino,"Inflation, end of period consumer prices",Percent change,,0.305,1.47
SMR,San Marino,Unemployment rate,Percent of total labor force,,10.314,8.557
SMR,San Marino,General government net lending/borrowing,Percent of GDP,,-7.314,-6.549
SMR,San Marino,Current account balance,Percent of GDP,,-4.454,-1.438
STP,S„o TomÈ and PrÌncipe,"Gross domestic product, constant prices",Percent change,,-6,5.5
STP,S„o TomÈ and PrÌncipe,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,0.705,0.758
STP,S„o TomÈ and PrÌncipe,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-8.156,3.135
STP,S„o TomÈ and PrÌncipe,"Inflation, average consumer prices",Percent change,,7.867,6.962
STP,S„o TomÈ and PrÌncipe,"Inflation, end of period consumer prices",Percent change,,8,6
STP,S„o TomÈ and PrÌncipe,Unemployment rate,Percent of total labor force,,,
STP,S„o TomÈ and PrÌncipe,General government net lending/borrowing,Percent of GDP,,-4.48,-1.883
STP,S„o TomÈ and PrÌncipe,Current account balance,Percent of GDP,,-10.645,-8.928
SAU,Saudi Arabia,"Gross domestic product, constant prices",Percent change,,-2.283,2.927
SAU,Saudi Arabia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,1869.29,1961.52
SAU,Saudi Arabia,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-4.199,0.909
SAU,Saudi Arabia,"Inflation, average consumer prices",Percent change,,0.872,1.961
SAU,Saudi Arabia,"Inflation, end of period consumer prices",Percent change,,0.872,1.961
SAU,Saudi Arabia,Unemployment rate,Percent of total labor force,,,
SAU,Saudi Arabia,General government net lending/borrowing,Percent of GDP,,-12.593,-9.025
SAU,Saudi Arabia,Current account balance,Percent of GDP,,-3.078,-3.394
SEN,Senegal,"Gross domestic product, constant prices",Percent change,,2.992,5.488
SEN,Senegal,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,66.438,71.451
SEN,Senegal,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,0.14,2.567
SEN,Senegal,"Inflation, average consumer prices",Percent change,,2,1.921
SEN,Senegal,"Inflation, end of period consumer prices",Percent change,,1.869,1.966
SEN,Senegal,Unemployment rate,Percent of total labor force,,,
SEN,Senegal,General government net lending/borrowing,Percent of GDP,,-5.643,-3.257
SEN,Senegal,Current account balance,Percent of GDP,,-11.259,-11.421
SRB,Serbia,"Gross domestic product, constant prices",Percent change,,-3.016,7.474
SRB,Serbia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,127.096,139.258
SRB,Serbia,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-2.627,7.906
SRB,Serbia,"Inflation, average consumer prices",Percent change,,1.437,1.938
SRB,Serbia,"Inflation, end of period consumer prices",Percent change,,1.55,2
SRB,Serbia,Unemployment rate,Percent of total labor force,,13.408,12.973
SRB,Serbia,General government net lending/borrowing,Percent of GDP,,-7.031,-0.302
SRB,Serbia,Current account balance,Percent of GDP,,-6.137,-5.481
SYC,Seychelles,"Gross domestic product, constant prices",Percent change,,-10.835,8.031
SYC,Seychelles,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,2.746,3.025
SYC,Seychelles,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-11.57,7.111
SYC,Seychelles,"Inflation, average consumer prices",Percent change,,4.509,3.131
SYC,Seychelles,"Inflation, end of period consumer prices",Percent change,,4.811,3.45
SYC,Seychelles,Unemployment rate,Percent of total labor force,,3,3
SYC,Seychelles,General government net lending/borrowing,Percent of GDP,,-14.089,-5.657
SYC,Seychelles,Current account balance,Percent of GDP,,-27.791,-23.598
SLE,Sierra Leone,"Gross domestic product, constant prices",Percent change,,-2.314,3.995
SLE,Sierra Leone,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,12.868,13.642
SLE,Sierra Leone,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-4.319,1.895
SLE,Sierra Leone,"Inflation, average consumer prices",Percent change,,15.446,15.25
SLE,Sierra Leone,"Inflation, end of period consumer prices",Percent change,,17,13.5
SLE,Sierra Leone,Unemployment rate,Percent of total labor force,,,
SLE,Sierra Leone,General government net lending/borrowing,Percent of GDP,,-5.58,-5.375
SLE,Sierra Leone,Current account balance,Percent of GDP,,-14.281,-12.726
SGP,Singapore,"Gross domestic product, constant prices",Percent change,,-3.47,2.962
SGP,Singapore,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,576.839,605.504
SGP,Singapore,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-4.581,1.788
SGP,Singapore,"Inflation, average consumer prices",Percent change,,-0.169,0.512
SGP,Singapore,"Inflation, end of period consumer prices",Percent change,,-0.437,0.887
SGP,Singapore,Unemployment rate,Percent of total labor force,,2.45,2.4
SGP,Singapore,General government net lending/borrowing,Percent of GDP,,-3.475,1.783
SGP,Singapore,Current account balance,Percent of GDP,,14.822,15.707
SVK,Slovak Republic,"Gross domestic product, constant prices",Percent change,,-6.2,4.963
SVK,Slovak Republic,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,187.264,200.39
SVK,Slovak Republic,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-6.326,4.822
SVK,Slovak Republic,"Inflation, average consumer prices",Percent change,,1.064,1.446
SVK,Slovak Republic,"Inflation, end of period consumer prices",Percent change,,0.396,1.791
SVK,Slovak Republic,Unemployment rate,Percent of total labor force,,8.016,7.392
SVK,Slovak Republic,General government net lending/borrowing,Percent of GDP,,-5.907,-2.784
SVK,Slovak Republic,Current account balance,Percent of GDP,,-2.985,-2.448
SVN,Slovenia,"Gross domestic product, constant prices",Percent change,,-8.039,5.448
SVN,Slovenia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,73.276,78.775
SVN,Slovenia,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-8.083,5.398
SVN,Slovenia,"Inflation, average consumer prices",Percent change,,0.401,1.408
SVN,Slovenia,"Inflation, end of period consumer prices",Percent change,,0.199,1.782
SVN,Slovenia,Unemployment rate,Percent of total labor force,,9,6
SVN,Slovenia,General government net lending/borrowing,Percent of GDP,,-6.588,-2.149
SVN,Slovenia,Current account balance,Percent of GDP,,0.846,3.24
SLB,Solomon Islands,"Gross domestic product, constant prices",Percent change,,-2.07,3.767
SLB,Solomon Islands,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,1.433,1.516
SLB,Solomon Islands,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-4.178,1.533
SLB,Solomon Islands,"Inflation, average consumer prices",Percent change,,2.388,2.996
SLB,Solomon Islands,"Inflation, end of period consumer prices",Percent change,,1.674,4.112
SLB,Solomon Islands,Unemployment rate,Percent of total labor force,,,
SLB,Solomon Islands,General government net lending/borrowing,Percent of GDP,,-7.26,-7.781
SLB,Solomon Islands,Current account balance,Percent of GDP,,-15.024,-14.68
SOM,Somalia,"Gross domestic product, constant prices",Percent change,,-2.5,2.9
SOM,Somalia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,12.417,13.026
SOM,Somalia,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,,
SOM,Somalia,"Inflation, average consumer prices",Percent change,,,
SOM,Somalia,"Inflation, end of period consumer prices",Percent change,,3,2.5
SOM,Somalia,Unemployment rate,Percent of total labor force,,,
SOM,Somalia,General government net lending/borrowing,Percent of GDP,,,
SOM,Somalia,Current account balance,Percent of GDP,,-11.394,-11.194
ZAF,South Africa,"Gross domestic product, constant prices",Percent change,,-5.801,4
ZAF,South Africa,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,762.826,808.806
ZAF,South Africa,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-7.216,2.438
ZAF,South Africa,"Inflation, average consumer prices",Percent change,,2.432,3.163
ZAF,South Africa,"Inflation, end of period consumer prices",Percent change,,0,4.334
ZAF,South Africa,Unemployment rate,Percent of total labor force,,35.313,34.111
ZAF,South Africa,General government net lending/borrowing,Percent of GDP,,-13.259,-12.67
ZAF,South Africa,Current account balance,Percent of GDP,,0.158,-1.325
SSD,South Sudan,"Gross domestic product, constant prices",Percent change,,4.893,3.222
SSD,South Sudan,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,23.32,24.541
SSD,South Sudan,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,1.739,0.119
SSD,South Sudan,"Inflation, average consumer prices",Percent change,,8.14,24.453
SSD,South Sudan,"Inflation, end of period consumer prices",Percent change,,39.7,16.688
SSD,South Sudan,Unemployment rate,Percent of total labor force,,,
SSD,South Sudan,General government net lending/borrowing,Percent of GDP,,-2.709,-1.222
SSD,South Sudan,Current account balance,Percent of GDP,,-2.427,0.274
ESP,Spain,"Gross domestic product, constant prices",Percent change,,-8,4.276
ESP,Spain,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,1781,1893.36
ESP,Spain,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-8.413,3.81
ESP,Spain,"Inflation, average consumer prices",Percent change,,-0.301,0.654
ESP,Spain,"Inflation, end of period consumer prices",Percent change,,-0.988,1.394
ESP,Spain,Unemployment rate,Percent of total labor force,,20.801,17.477
ESP,Spain,General government net lending/borrowing,Percent of GDP,,-9.509,-6.656
ESP,Spain,Current account balance,Percent of GDP,,2.178,2.39
LKA,Sri Lanka,"Gross domestic product, constant prices",Percent change,,-0.536,4.188
LKA,Sri Lanka,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,304.458,323.394
LKA,Sri Lanka,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-1.142,3.552
LKA,Sri Lanka,"Inflation, average consumer prices",Percent change,,4.665,4.65
LKA,Sri Lanka,"Inflation, end of period consumer prices",Percent change,,4.5,4.8
LKA,Sri Lanka,Unemployment rate,Percent of total labor force,,6.3,5
LKA,Sri Lanka,General government net lending/borrowing,Percent of GDP,,-9.445,-8.289
LKA,Sri Lanka,Current account balance,Percent of GDP,,-3.631,-2.938
KNA,St. Kitts and Nevis,"Gross domestic product, constant prices",Percent change,,-8.1,8.55
KNA,St. Kitts and Nevis,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,1.532,1.695
KNA,St. Kitts and Nevis,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-9.029,7.452
KNA,St. Kitts and Nevis,"Inflation, average consumer prices",Percent change,,0.884,1.672
KNA,St. Kitts and Nevis,"Inflation, end of period consumer prices",Percent change,,1.377,1.967
KNA,St. Kitts and Nevis,Unemployment rate,Percent of total labor force,,,
KNA,St. Kitts and Nevis,General government net lending/borrowing,Percent of GDP,,-6.805,-4.427
KNA,St. Kitts and Nevis,Current account balance,Percent of GDP,,-10.731,-8.543
LCA,St. Lucia,"Gross domestic product, constant prices",Percent change,,-8.496,6.852
LCA,St. Lucia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,2.702,2.944
LCA,St. Lucia,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-9.068,6.183
LCA,St. Lucia,"Inflation, average consumer prices",Percent change,,0.165,1.822
LCA,St. Lucia,"Inflation, end of period consumer prices",Percent change,,0.685,2
LCA,St. Lucia,Unemployment rate,Percent of total labor force,,,
LCA,St. Lucia,General government net lending/borrowing,Percent of GDP,,-8.184,-3.31
LCA,St. Lucia,Current account balance,Percent of GDP,,-10.327,0.197
VCT,St. Vincent and the Grenadines,"Gross domestic product, constant prices",Percent change,,-4.547,5.354
VCT,St. Vincent and the Grenadines,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,1.327,1.425
VCT,St. Vincent and the Grenadines,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-4.643,5.249
VCT,St. Vincent and the Grenadines,"Inflation, average consumer prices",Percent change,,0.866,1.628
VCT,St. Vincent and the Grenadines,"Inflation, end of period consumer prices",Percent change,,1.536,1.998
VCT,St. Vincent and the Grenadines,Unemployment rate,Percent of total labor force,,,
VCT,St. Vincent and the Grenadines,General government net lending/borrowing,Percent of GDP,,-7.729,-9.678
VCT,St. Vincent and the Grenadines,Current account balance,Percent of GDP,,-20.064,-14.8
SDN,Sudan,"Gross domestic product, constant prices",Percent change,,-7.222,-3.036
SDN,Sudan,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,163.606,161.732
SDN,Sudan,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-9.573,-5.493
SDN,Sudan,"Inflation, average consumer prices",Percent change,,81.284,91.123
SDN,Sudan,"Inflation, end of period consumer prices",Percent change,,96.14,94.043
SDN,Sudan,Unemployment rate,Percent of total labor force,,25,22
SDN,Sudan,General government net lending/borrowing,Percent of GDP,,-16.905,-20.647
SDN,Sudan,Current account balance,Percent of GDP,,-15.188,-11.836
SUR,Suriname,"Gross domestic product, constant prices",Percent change,,-4.9,4.9
SUR,Suriname,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,8.956,9.578
SUR,Suriname,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-6.028,3.656
SUR,Suriname,"Inflation, average consumer prices",Percent change,,27.893,22.748
SUR,Suriname,"Inflation, end of period consumer prices",Percent change,,49.384,6.669
SUR,Suriname,Unemployment rate,Percent of total labor force,,9.452,8.6
SUR,Suriname,General government net lending/borrowing,Percent of GDP,,-6.896,-9.858
SUR,Suriname,Current account balance,Percent of GDP,,-12.012,-10.959
SWE,Sweden,"Gross domestic product, constant prices",Percent change,,-6.788,5.168
SWE,Sweden,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,529.778,568.017
SWE,Sweden,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-8.404,4.14
SWE,Sweden,"Inflation, average consumer prices",Percent change,,0.457,1.528
SWE,Sweden,"Inflation, end of period consumer prices",Percent change,,0.375,1.511
SWE,Sweden,Unemployment rate,Percent of total labor force,,10.064,8.875
SWE,Sweden,General government net lending/borrowing,Percent of GDP,,-5.334,-1.603
SWE,Sweden,Current account balance,Percent of GDP,,2.212,4.017
CHE,Switzerland,"Gross domestic product, constant prices",Percent change,,-5.966,3.777
CHE,Switzerland,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,535.832,566.911
CHE,Switzerland,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-7.07,2.546
CHE,Switzerland,"Inflation, average consumer prices",Percent change,,-0.387,0.597
CHE,Switzerland,"Inflation, end of period consumer prices",Percent change,,-0.007,0.4
CHE,Switzerland,Unemployment rate,Percent of total labor force,,2.725,2.6
CHE,Switzerland,General government net lending/borrowing,Percent of GDP,,-5.06,-1.897
CHE,Switzerland,Current account balance,Percent of GDP,,7.216,8.825
SYR,Syria,"Gross domestic product, constant prices",Percent change,,,
SYR,Syria,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,,
SYR,Syria,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,,
SYR,Syria,"Inflation, average consumer prices",Percent change,,,
SYR,Syria,"Inflation, end of period consumer prices",Percent change,,,
SYR,Syria,Unemployment rate,Percent of total labor force,,,
SYR,Syria,General government net lending/borrowing,Percent of GDP,,,
SYR,Syria,Current account balance,Percent of GDP,,,
TWN,Taiwan Province of China,"Gross domestic product, constant prices",Percent change,,-4.031,3.547
TWN,Taiwan Province of China,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,1293.97,1366
TWN,Taiwan Province of China,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-4.089,3.485
TWN,Taiwan Province of China,"Inflation, average consumer prices",Percent change,,0.5,1.5
TWN,Taiwan Province of China,"Inflation, end of period consumer prices",Percent change,,0.5,1.5
TWN,Taiwan Province of China,Unemployment rate,Percent of total labor force,,4.4,4
TWN,Taiwan Province of China,General government net lending/borrowing,Percent of GDP,,-1.264,-1.244
TWN,Taiwan Province of China,Current account balance,Percent of GDP,,8.235,8.331
TJK,Tajikistan,"Gross domestic product, constant prices",Percent change,,1,5.5
TJK,Tajikistan,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,34.692,37.313
TJK,Tajikistan,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-0.953,3.518
TJK,Tajikistan,"Inflation, average consumer prices",Percent change,,8.065,6.926
TJK,Tajikistan,"Inflation, end of period consumer prices",Percent change,,7.352,6.926
TJK,Tajikistan,Unemployment rate,Percent of total labor force,,,
TJK,Tajikistan,General government net lending/borrowing,Percent of GDP,,-6.433,-3.007
TJK,Tajikistan,Current account balance,Percent of GDP,,-7.704,-4.502
TZA,Tanzania,"Gross domestic product, constant prices",Percent change,,2.013,4.558
TZA,Tanzania,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,198.652,211.757
TZA,Tanzania,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-0.94,1.532
TZA,Tanzania,"Inflation, average consumer prices",Percent change,,3.856,4.262
TZA,Tanzania,"Inflation, end of period consumer prices",Percent change,,4.065,4.313
TZA,Tanzania,Unemployment rate,Percent of total labor force,,,
TZA,Tanzania,General government net lending/borrowing,Percent of GDP,,-3.756,-4.381
TZA,Tanzania,Current account balance,Percent of GDP,,-3.795,-3.754
THA,Thailand,"Gross domestic product, constant prices",Percent change,,-6.662,6.066
THA,Thailand,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,1293.92,1399.18
THA,Thailand,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-6.803,5.933
THA,Thailand,"Inflation, average consumer prices",Percent change,,-1.061,0.563
THA,Thailand,"Inflation, end of period consumer prices",Percent change,,-1.057,0.726
THA,Thailand,Unemployment rate,Percent of total labor force,,1.1,1.1
THA,Thailand,General government net lending/borrowing,Percent of GDP,,-3.449,-1.682
THA,Thailand,Current account balance,Percent of GDP,,5.165,5.569
TLS,Timor-Leste,"Gross domestic product, constant prices",Percent change,,-3,3.8
TLS,Timor-Leste,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,2.613,2.238
TLS,Timor-Leste,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,25.777,-17.819
TLS,Timor-Leste,"Inflation, average consumer prices",Percent change,,0.899,1.95
TLS,Timor-Leste,"Inflation, end of period consumer prices",Percent change,,1.5,2.4
TLS,Timor-Leste,Unemployment rate,Percent of total labor force,,,
TLS,Timor-Leste,General government net lending/borrowing,Percent of GDP,,-27.537,-38.915
TLS,Timor-Leste,Current account balance,Percent of GDP,,-28.111,-37.25
TGO,Togo,"Gross domestic product, constant prices",Percent change,,1,4
TGO,Togo,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,15.217,16.135
TGO,Togo,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-1.478,1.448
TGO,Togo,"Inflation, average consumer prices",Percent change,,2,2
TGO,Togo,"Inflation, end of period consumer prices",Percent change,,4.753,-0.256
TGO,Togo,Unemployment rate,Percent of total labor force,,,
